"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000170214",19.5317503940085,-1.92469884810523,0.391595629598562,-4.91501616113107,8.87751360260546e-07,3.62439288682372e-05
"ENSG00000170365",352.162463286482,0.420929582607886,0.141763414008506,2.96923988147344,0.00298537445259111,0.0366789786734311
"ENSG00000170385",1067.26791350547,-0.94538170205785,0.202091189964885,-4.6779956227786,2.89692729032602e-06,0.000103949898784902
"ENSG00000170419",69.752492156161,3.64969360847147,0.83734877630723,4.35863013327241,1.30879089634761e-05,0.000389920643476188
"ENSG00000170439",501.624495331303,-1.16021136261791,0.307900514049583,-3.76813714065797,0.000164470342720649,0.00350268447039849
"ENSG00000170458",1129.46331024487,-1.47845714798929,0.307517886969885,-4.80771106538619,1.52668199587433e-06,5.88611723191926e-05
"ENSG00000170482",60.9357781469512,-1.38127071105251,0.37553964199844,-3.67809561648954,0.000234981875838281,0.00476079961087233
"ENSG00000170509",446.562955659913,-7.93128314390322,0.756192386299468,-10.488446177984,9.7620532303179e-26,3.89887917276957e-23
"ENSG00000170558",199.052417301119,-3.1644704410787,0.52544262822514,-6.02248517933873,1.71759102250066e-09,1.13237735402089e-07
"ENSG00000170624",131.509678191766,1.7102387721553,0.330012177433669,5.18235049826017,2.1910697568983e-07,1.01823778011136e-05
"ENSG00000170703",148.674118368,1.47131404680673,0.501445138056691,2.934147596901,0.00334465118538045,0.0401270776520306
"ENSG00000170743",7.70923655003239,-3.3810650804478,0.655620860906261,-5.15704316634186,2.50879982511601e-07,1.15421545209595e-05
"ENSG00000170775",44.3732200382911,-1.35478568117653,0.4539623136614,-2.9843571600682,0.00284174849089427,0.0352685342256685
"ENSG00000170873",738.043387162901,-0.913872228942484,0.260198145414161,-3.51221653593211,0.000444385773062005,0.00808876032631621
"ENSG00000170891",12.6108797081164,1.2060968125798,0.38769369133246,3.11095289798133,0.00186484682728043,0.0252786270861752
"ENSG00000170909",52.3126402916236,-1.32041451623102,0.319509526291263,-4.13262956994695,3.58636472540939e-05,0.000935033482524428
"ENSG00000170927",44.5161981880755,-3.24707577364565,0.574838340461926,-5.64867641054766,1.61687875980484e-08,9.20618695510368e-07
